artifact_id,source_path,payload_path,sha256,size_bytes,source_surface,artifact_role,derivation_depth,primary_source_eligible,secret_finding_count,secret_fingerprint_count,note
HR99-052,C:\PROJECTS\_ARCHIVE\continuity_os_attic\gdrive_harvest_2026-04-12\docs\general\CODEX_HANDOFF_V2.md,payload/PROJECTS_417a3384/_ARCHIVE/continuity_os_attic/gdrive_harvest_2026-04-12/docs/general/CODEX_HANDOFF_V2.md,752941215c78de1a03b33a1f9ef658a29f3b2e877bef519899c2a438160d01aa,6712,ARCHIVED_PROJECT_SURFACE,DERIVATIVE_REPORT,0,False,0,0,"Historical export, report, chat extract or archived derivative."
HR99-053,C:\PROJECTS\continuity_os\HANDOFF_NEW_COWORK_20260704.md,payload/PROJECTS_417a3384/continuity_os/HANDOFF_NEW_COWORK_20260704.md,763da0f926c2f5cb893b04fa2591fe211f3e50e1fffdb7f189db2c64ff004c53,9487,CURRENT_PROJECT_SURFACE,DERIVATIVE_REPORT,0,False,0,0,Current project handoff/state/report artifact; claim-specific primary status not assumed.
HR99-054,C:\Users\coins\Downloads\dc0a2696f305cc5b07288506080de6424ab67886d19d5e56bdf4108f3a78eafa-2026-05-25-11-19-04-c06000e51db5464bb845c20165dfcee2\json_chats_extracted\conversations-004_00051_Restored master conclusions.txt,payload/Downloads_19440c3d/dc0a2696f305cc5b07288506080de6424ab67886d19d5e56bdf4108f3a78eafa-2026-05-25-11-19-04-c06000e51db5464bb845c20165dfcee2/json_chats_extracted/conversations-004_00051_Restored master conclusions.txt,7a777a2e8f8fad526619071770bebcca602122d12f9c9538eafe6b7216de00d7,2120507,DOWNLOADS_SURFACE,RESTRICTED_SECRET_BEARING,0,False,10,1,Copied bytes contain credential-shaped literals; fingerprints only retained.
HR99-055,C:\Users\coins\AppData\Roaming\Claude\local-agent-mode-sessions\cde5a637-6e21-4abe-aff8-c3f617c6a102\bb66f3b3-cee5-425c-9447-ef4aea0805cf\local_577c64a1-b6a5-4d7c-9d3e-e6048f9b5fbe\.claude\projects\-sessions-trusting-sleepy-clarke\b0e69a5f-04d8-49e3-916c-d81e7c16f72a\tool-results\b5ui3jr80.txt,payload/local-agent-mode-sessions_40da06bb/cde5a637-6e21-4abe-aff8-c3f617c6a102/bb66f3b3-cee5-425c-9447-ef4aea0805cf/local_577c64a1-b6a5-4d7c-9d3e-e6048f9b5fbe/.claude/projects/-sessions-trusting-sleepy-clarke/b0e69a5f-04d8-49e3-916c-d81e7c16f72a/tool-results/b5ui3jr80.txt,7a952b518974059bfeb5219d1bedf61b10e6576ea3ce7b616ea819d768ad8c4b,64258,CLAUDE_COWORK_SURFACE,DERIVATIVE_REPORT,0,False,0,0,"Historical export, report, chat extract or archived derivative."
HR99-056,C:\Users\coins\Downloads\dc0a2696f305cc5b07288506080de6424ab67886d19d5e56bdf4108f3a78eafa-2026-05-25-11-19-04-c06000e51db5464bb845c20165dfcee2\json_chats_extracted\conversations-001_00045_Извлечение данных по ядру.txt,payload/Downloads_19440c3d/dc0a2696f305cc5b07288506080de6424ab67886d19d5e56bdf4108f3a78eafa-2026-05-25-11-19-04-c06000e51db5464bb845c20165dfcee2/json_chats_extracted/conversations-001_00045_Извлечение данных по ядру.txt,7b68bc90ae6d63e610531fc6a04b007db140e3c1ca84e92ac09d14faadb90ea1,4264529,DOWNLOADS_SURFACE,DERIVATIVE_REPORT,0,False,0,0,"Historical export, report, chat extract or archived derivative."
HR99-057,C:\PROJECTS\MAWorld\contracts\handoff\HandoffEnvelope.yaml,payload/PROJECTS_417a3384/MAWorld/contracts/handoff/HandoffEnvelope.yaml,81d1c6d2ed4d4bdc9b974aae2553369df9f1a8c82661cd7181dfb4497a25bbdb,1167,CURRENT_PROJECT_SURFACE,PRIMARY_SOURCE,0,True,0,0,Current project contract/config bytes eligible for bounded primary-source claims.
HR99-058,C:\Users\coins\My Drive\Control canter\00_INBOX_RAW\agent_returns\MAIN_CODEX\00_READ_FIRST_RETURN_PROTOCOL.md,payload/Control_canter_36f25952/00_INBOX_RAW/agent_returns/MAIN_CODEX/00_READ_FIRST_RETURN_PROTOCOL.md,88a0bc31e30d2cd9680af84b32da84cd1aa586d4ec043468900385b6aff6a6c6,2742,AGENT_RETURN_SURFACE,AGENT_RETURN,0,False,0,0,"Agent output is evidence of an agent lane, not an original project/source corpus item."
HR99-059,C:\Users\coins\Downloads\TRADINGOS_CODEX_GOVERNANCE_HANDOFF_V2.md,payload/Downloads_19440c3d/TRADINGOS_CODEX_GOVERNANCE_HANDOFF_V2.md,951e856475fa2f654621792e6536ca6a4feb47058789317aaa79c6c6e55ecd61,719,DOWNLOADS_SURFACE,DERIVATIVE_REPORT,0,False,0,0,"Historical export, report, chat extract or archived derivative."
HR99-060,C:\Users\coins\Downloads\dc0a2696f305cc5b07288506080de6424ab67886d19d5e56bdf4108f3a78eafa-2026-05-25-11-19-04-c06000e51db5464bb845c20165dfcee2\json_chats_extracted\conversations-004_00024_NFT Bot MVP Plan.txt,payload/Downloads_19440c3d/dc0a2696f305cc5b07288506080de6424ab67886d19d5e56bdf4108f3a78eafa-2026-05-25-11-19-04-c06000e51db5464bb845c20165dfcee2/json_chats_extracted/conversations-004_00024_NFT Bot MVP Plan.txt,965fd2ff75009b0bb9d27e381e03307156a2c5eb7a06b4213efee54028aba12f,932747,DOWNLOADS_SURFACE,DERIVATIVE_REPORT,0,False,0,0,"Historical export, report, chat extract or archived derivative."
HR99-061,C:\Users\coins\My Drive\Control canter\00_INBOX_RAW\agent_returns\ANTIGRAVITY\00_RETURN_DROP\ANTIGRAVITY_WO-012-EVIDENCE-FINALIZATION-REPAIR-002_20260715T200847Z\Pack_B\SOURCES\CODEX_HANDOFF.md,payload/Control_canter_36f25952/00_INBOX_RAW/agent_returns/ANTIGRAVITY/00_RETURN_DROP/ANTIGRAVITY_WO-012-EVIDENCE-FINALIZATION-REPAIR-002_20260715T200847Z/Pack_B/SOURCES/CODEX_HANDOFF.md,96e5f7cd5a8153a2e8a807328af3049080fde46dbb258f872230ac2e9a769ebb,5092,AGENT_RETURN_SURFACE,AGENT_RETURN,0,False,0,0,"Agent output is evidence of an agent lane, not an original project/source corpus item."
HR99-062,C:\Users\coins\My Drive\Control canter\00_INBOX_RAW\agent_returns\ANTIGRAVITY\00_RETURN_DROP\ANTIGRAVITY_WO-007_20260715T133604Z\source_009_bitarchive3.txt\bitarchive3.txt,payload/Control_canter_36f25952/00_INBOX_RAW/agent_returns/ANTIGRAVITY/00_RETURN_DROP/ANTIGRAVITY_WO-007_20260715T133604Z/source_009_bitarchive3.txt/bitarchive3.txt,9bb4edccdfb14ff35b743eb171c7d13038578b3c2447e5e5db5b2fa29994cc7d,410116,AGENT_RETURN_SURFACE,AGENT_RETURN,0,False,0,0,"Agent output is evidence of an agent lane, not an original project/source corpus item."
HR99-063,C:\Users\coins\My Drive\Control canter\00_INBOX_RAW\Cowork\cde5a637-6e21-4abe-aff8-c3f617c6a102\bb66f3b3-cee5-425c-9447-ef4aea0805cf\local_d98d1062-4812-4b55-9ebd-6fe1812dee43\uploads\README_FIRST.md,payload/Control_canter_36f25952/00_INBOX_RAW/Cowork/cde5a637-6e21-4abe-aff8-c3f617c6a102/bb66f3b3-cee5-425c-9447-ef4aea0805cf/local_d98d1062-4812-4b55-9ebd-6fe1812dee43/uploads/README_FIRST.md,9d14dee14beaaa6d1b95d24c78f4137c90af7ed54d85352a196f6f398e8d4592,2002,CLAUDE_COWORK_SURFACE,CONTROL_METADATA,0,False,0,0,"Protocol/template/plugin/wordlist metadata; useful for control, not primary archive evidence."
HR99-064,C:\PROJECTS\_ARCHIVE\continuity_os_attic\gdrive_harvest_2026-04-12\docs\general\docs__NEXT_STEPS.md,payload/PROJECTS_417a3384/_ARCHIVE/continuity_os_attic/gdrive_harvest_2026-04-12/docs/general/docs__NEXT_STEPS.md,9ff0fecddae9384780b58f55ac2883507de50cfa243e7251b1d2833564d71a00,432,ARCHIVED_PROJECT_SURFACE,DERIVATIVE_REPORT,0,False,0,0,"Historical export, report, chat extract or archived derivative."
HR99-065,C:\PROJECTS\_ARCHIVE\continuity_os_attic\archiveos\tooling\handoff_packs\windsurf_recovery_zone_cleanup_v1.md,payload/PROJECTS_417a3384/_ARCHIVE/continuity_os_attic/archiveos/tooling/handoff_packs/windsurf_recovery_zone_cleanup_v1.md,a9181f2df9a2987343d3d4cd254ad076c9e4f79958fd9447f41868509a791d0e,3795,ARCHIVED_PROJECT_SURFACE,DERIVATIVE_REPORT,0,False,0,0,"Historical export, report, chat extract or archived derivative."
HR99-066,C:\PROJECTS\_MAWORLD_STAGING\HANDOFF_GPT.md,payload/PROJECTS_417a3384/_MAWORLD_STAGING/HANDOFF_GPT.md,a9dda116011256de30fd182a98e0869f933e6a82ef848fc22560ec091a9b36b8,5624,CURRENT_PROJECT_SURFACE,DERIVATIVE_REPORT,0,False,0,0,Current project handoff/state/report artifact; claim-specific primary status not assumed.
HR99-067,C:\Users\coins\My Drive\Control canter\00_INBOX_RAW\antigravity\.gemini\antigravity-browser-profile\ZxcvbnData\3\english_wikipedia.txt,payload/Control_canter_36f25952/00_INBOX_RAW/antigravity/.gemini/antigravity-browser-profile/ZxcvbnData/3/english_wikipedia.txt,b29af10c62218f948eb299e0c68b176ab1c5ecdfe9813bd957bf2c434e90813e,277015,CONTROL_CENTER_OTHER,CONTROL_METADATA,0,False,0,0,"Protocol/template/plugin/wordlist metadata; useful for control, not primary archive evidence."
HR99-068,C:\Users\coins\My Drive\Control canter\00_INBOX_RAW\Cowork\cde5a637-6e21-4abe-aff8-c3f617c6a102\bb66f3b3-cee5-425c-9447-ef4aea0805cf\local_b6996998-9847-457e-ac15-4eaf456ef2ea\uploads\HANDOFF_OPUS_4.8.md,payload/Control_canter_36f25952/00_INBOX_RAW/Cowork/cde5a637-6e21-4abe-aff8-c3f617c6a102/bb66f3b3-cee5-425c-9447-ef4aea0805cf/local_b6996998-9847-457e-ac15-4eaf456ef2ea/uploads/HANDOFF_OPUS_4.8.md,b441268920a51da495f3f9ed3c02614d9d5d45650c02fe484346eb126ed2f178,12772,CLAUDE_COWORK_SURFACE,RESTRICTED_SECRET_BEARING,0,False,2,2,Copied bytes contain credential-shaped literals; fingerprints only retained.
HR99-069,C:\PROJECTS\MAWorld\services\handoff-gateway\MODULE.md,payload/PROJECTS_417a3384/MAWorld/services/handoff-gateway/MODULE.md,b4d0a58eaa064ffbbb011f2f4a700516c50c6abb21b376f939e7fadb20577334,1158,CURRENT_PROJECT_SURFACE,DERIVATIVE_REPORT,0,False,0,0,Current project handoff/state/report artifact; claim-specific primary status not assumed.
HR99-070,C:\PROJECTS\continuity_os\universe_hub\artifact_state_v4\HIGH_IMPACT_CURRENT_STATE.csv,payload/PROJECTS_417a3384/continuity_os/universe_hub/artifact_state_v4/HIGH_IMPACT_CURRENT_STATE.csv,b524a6162590fc5741b8c0e5b6c144579aaaf466f03302e0037a2cf186375982,3992,CURRENT_PROJECT_SURFACE,DERIVATIVE_REPORT,0,False,0,0,Current project handoff/state/report artifact; claim-specific primary status not assumed.
HR99-071,C:\Users\coins\My Drive\Control canter\00_INBOX_RAW\agent_returns\ANTIGRAVITY\00_RETURN_DROP\ANTIGRAVITY_WO-007_20260715T133604Z\source_006_FINAL_GPT_DEEP_RESEARCH_PROMPT_LIFEOS_V3.md\FINAL_GPT_DEEP_RESEARCH_PROMPT_LIFEOS_V3.md,payload/Control_canter_36f25952/00_INBOX_RAW/agent_returns/ANTIGRAVITY/00_RETURN_DROP/ANTIGRAVITY_WO-007_20260715T133604Z/source_006_FINAL_GPT_DEEP_RESEARCH_PROMPT_LIFEOS_V3.md/FINAL_GPT_DEEP_RESEARCH_PROMPT_LIFEOS_V3.md,b8d6a3a25e3139824c6e8987d4357c42741decd37632ae56154ef5b00eb03ddb,41314,AGENT_RETURN_SURFACE,AGENT_RETURN,0,False,0,0,"Agent output is evidence of an agent lane, not an original project/source corpus item."
HR99-072,C:\Users\coins\Downloads\Contgpt\CONTINUITY_META_AUDIT_V1.md,payload/Downloads_19440c3d/Contgpt/CONTINUITY_META_AUDIT_V1.md,ba507753cbeef188fe8b7cc8e5129b4d34752aa674c3eee81882f0acaee76b05,20228,DOWNLOADS_SURFACE,DERIVATIVE_REPORT,0,False,0,0,"Historical export, report, chat extract or archived derivative."
HR99-073,C:\Users\coins\My Drive\Control canter\00_INBOX_RAW\Cowork\cde5a637-6e21-4abe-aff8-c3f617c6a102\bb66f3b3-cee5-425c-9447-ef4aea0805cf\rpm\plugin_01BB1HUyHKrddLdPpkTMBUvE\skills\seo\seo-intel\references\wf-content-gap.md,payload/Control_canter_36f25952/00_INBOX_RAW/Cowork/cde5a637-6e21-4abe-aff8-c3f617c6a102/bb66f3b3-cee5-425c-9447-ef4aea0805cf/rpm/plugin_01BB1HUyHKrddLdPpkTMBUvE/skills/seo/seo-intel/references/wf-content-gap.md,bbab29b3340407f79b57215b2d490605cbcd6938d15474a0e0ea3fa643ed3b48,18407,CLAUDE_COWORK_SURFACE,CONTROL_METADATA,0,False,0,0,"Protocol/template/plugin/wordlist metadata; useful for control, not primary archive evidence."
HR99-074,C:\Users\coins\My Drive\Control canter\00_INBOX_RAW\agent_returns\ANTIGRAVITY\00_RETURN_DROP\ANTIGRAVITY_WO-007_20260715T133604Z\source_001_gptevo.txt\gptevo.txt,payload/Control_canter_36f25952/00_INBOX_RAW/agent_returns/ANTIGRAVITY/00_RETURN_DROP/ANTIGRAVITY_WO-007_20260715T133604Z/source_001_gptevo.txt/gptevo.txt,be983ac36f5c3f8c9149521d8c6dc9ddb2c60559d07969785c99484a36c2ee61,1579890,AGENT_RETURN_SURFACE,AGENT_RETURN,0,False,0,0,"Agent output is evidence of an agent lane, not an original project/source corpus item."
HR99-075,C:\PROJECTS\archiveos_api\Archive_tooling_FROZEN_20260415_225232\templates\handoff_pack.template.json,payload/PROJECTS_417a3384/archiveos_api/Archive_tooling_FROZEN_20260415_225232/templates/handoff_pack.template.json,c18f6ee3f6c458900ba33dd42d8368e8e7bd2cb425e7453fd15c888a723e4362,717,CURRENT_PROJECT_SURFACE,CONTROL_METADATA,0,False,0,0,"Protocol/template/plugin/wordlist metadata; useful for control, not primary archive evidence."
HR99-076,C:\PROJECTS\_ARCHIVE\continuity_os_attic\gdrive_harvest_2026-04-12\docs\nft\NFT_MVP_HANDOFF.md,payload/PROJECTS_417a3384/_ARCHIVE/continuity_os_attic/gdrive_harvest_2026-04-12/docs/nft/NFT_MVP_HANDOFF.md,c252b8b24e5778916e343c52bfc440229644e27ae70fa9f2f56ab0a256d092ce,2355,ARCHIVED_PROJECT_SURFACE,DERIVATIVE_REPORT,0,False,0,0,"Historical export, report, chat extract or archived derivative."
HR99-077,C:\Users\coins\My Drive\Control canter\00_INBOX_RAW\handoff_recovery\HANDOFF_RECOVERY_20260721T183317Z\HANDOFF_CANDIDATES.csv,payload/Control_canter_36f25952/00_INBOX_RAW/handoff_recovery/HANDOFF_RECOVERY_20260721T183317Z/HANDOFF_CANDIDATES.csv,c758edaea5a396bf2191340e5a505e0bf016e394a67ff50d58f93f1337b87269,86085,PRIOR_RECOVERY_OUTPUT,RECOVERY_SELF_DERIVATIVE,1,False,0,0,Prior collector output re-entered next collector run.
HR99-078,C:\Users\coins\My Drive\Control canter\00_INBOX_RAW\agent_returns\ANTIGRAVITY\00_RETURN_DROP\ANTIGRAVITY_WO-011-SEMANTIC-REPAIR-001_20260715T185157Z\Domain_E\CURRENT_STATE_V2.md,payload/Control_canter_36f25952/00_INBOX_RAW/agent_returns/ANTIGRAVITY/00_RETURN_DROP/ANTIGRAVITY_WO-011-SEMANTIC-REPAIR-001_20260715T185157Z/Domain_E/CURRENT_STATE_V2.md,caa810194548361b56a1119e0baec150240118b2a3cfb3919afaa93683028bda,119,AGENT_RETURN_SURFACE,AGENT_RETURN,0,False,0,0,"Agent output is evidence of an agent lane, not an original project/source corpus item."
HR99-079,C:\PROJECTS\_ARCHIVE\continuity_os_attic\gdrive_harvest_2026-04-12\docs\general\systempack_ultimate.md,payload/PROJECTS_417a3384/_ARCHIVE/continuity_os_attic/gdrive_harvest_2026-04-12/docs/general/systempack_ultimate.md,cdad66819bb6a682df8c0069add7b596952d0a29a2e98c189d42fe08c8638613,5208892,ARCHIVED_PROJECT_SURFACE,DERIVATIVE_REPORT,0,False,0,0,"Historical export, report, chat extract or archived derivative."
HR99-080,C:\Users\coins\My Drive\Control canter\00_INBOX_RAW\Cowork\cde5a637-6e21-4abe-aff8-c3f617c6a102\bb66f3b3-cee5-425c-9447-ef4aea0805cf\local_d98d1062-4812-4b55-9ebd-6fe1812dee43\uploads\RETURN_BUNDLE_CONTRACT.md,payload/Control_canter_36f25952/00_INBOX_RAW/Cowork/cde5a637-6e21-4abe-aff8-c3f617c6a102/bb66f3b3-cee5-425c-9447-ef4aea0805cf/local_d98d1062-4812-4b55-9ebd-6fe1812dee43/uploads/RETURN_BUNDLE_CONTRACT.md,cef75841c83f769ace15c88a7036be6f5dca106ce3463829cf407e86cd8a6096,1229,CLAUDE_COWORK_SURFACE,CONTROL_METADATA,0,False,0,0,"Protocol/template/plugin/wordlist metadata; useful for control, not primary archive evidence."
HR99-081,C:\PROJECTS\_ARCHIVE\continuity_os_attic\gdrive_harvest_2026-04-12\docs\general\systempack_extended.md,payload/PROJECTS_417a3384/_ARCHIVE/continuity_os_attic/gdrive_harvest_2026-04-12/docs/general/systempack_extended.md,cfc52c4d645efa35542cc3c4e14bec77df494f1ebafe85fa09050ceb2e6fc0d2,5208882,ARCHIVED_PROJECT_SURFACE,DERIVATIVE_REPORT,0,False,0,0,"Historical export, report, chat extract or archived derivative."
HR99-082,C:\PROJECTS\_ARCHIVE\continuity_os_attic\gdrive_harvest_2026-04-12\canon\continuity\PROJECT_STATE.md,payload/PROJECTS_417a3384/_ARCHIVE/continuity_os_attic/gdrive_harvest_2026-04-12/canon/continuity/PROJECT_STATE.md,d218932929b2e23016b7f6fb17eea723e145829fc0512077034da2fffcde061c,11005,ARCHIVED_PROJECT_SURFACE,DERIVATIVE_REPORT,0,False,0,0,"Historical export, report, chat extract or archived derivative."
HR99-083,C:\PROJECTS\continuity_os\05_NOTES\arena_equity_sync_handoff.md,payload/PROJECTS_417a3384/continuity_os/05_NOTES/arena_equity_sync_handoff.md,d2c8253a256021e8a7d0d483c66a624e75b07c17ebc2acddcfa4ff6039d20753,1364,CURRENT_PROJECT_SURFACE,DERIVATIVE_REPORT,0,False,0,0,Current project handoff/state/report artifact; claim-specific primary status not assumed.
HR99-084,C:\PROJECTS\continuity_os\pytest.ini,payload/PROJECTS_417a3384/continuity_os/pytest.ini,d856055ecb9ccf09ca377a64d35828bc884ce7359c4647ab92deab328017449b,508,CURRENT_PROJECT_SURFACE,PRIMARY_SOURCE,0,True,0,0,Current project contract/config bytes eligible for bounded primary-source claims.
HR99-085,C:\Users\coins\My Drive\Control canter\00_INBOX_RAW\agent_returns\ANTIGRAVITY\00_RETURN_DROP\ANTIGRAVITY_WO-011_20260715T182038Z\Domain_B\CURRENT_STATE.md,payload/Control_canter_36f25952/00_INBOX_RAW/agent_returns/ANTIGRAVITY/00_RETURN_DROP/ANTIGRAVITY_WO-011_20260715T182038Z/Domain_B/CURRENT_STATE.md,dc010e91b1553004545bb331da74fe8f0e55a13472a319d29c19438c590943e6,101,AGENT_RETURN_SURFACE,AGENT_RETURN,0,False,0,0,"Agent output is evidence of an agent lane, not an original project/source corpus item."
HR99-086,C:\PROJECTS\_ARCHIVE\continuity_os_attic\gdrive_harvest_2026-04-12\docs\general\NEXT_STEPS (1).md,payload/PROJECTS_417a3384/_ARCHIVE/continuity_os_attic/gdrive_harvest_2026-04-12/docs/general/NEXT_STEPS (1).md,ddf7596bd2491171732b7ec334c8d79abbbfb8f2a80585bd76c7a0653fe57d17,1760,ARCHIVED_PROJECT_SURFACE,DERIVATIVE_REPORT,0,False,0,0,"Historical export, report, chat extract or archived derivative."
HR99-087,C:\PROJECTS\_ARCHIVE\continuity_os_attic\gdrive_harvest_2026-04-12\docs\general\systempack_strict.md,payload/PROJECTS_417a3384/_ARCHIVE/continuity_os_attic/gdrive_harvest_2026-04-12/docs/general/systempack_strict.md,e0655aba31a90ccbf8825f72c7a105a3324f03057adf9c9e566e4dd84374a647,5208320,ARCHIVED_PROJECT_SURFACE,DERIVATIVE_REPORT,0,False,0,0,"Historical export, report, chat extract or archived derivative."
HR99-088,C:\Users\coins\My Drive\Control canter\00_INBOX_RAW\Cowork\cde5a637-6e21-4abe-aff8-c3f617c6a102\bb66f3b3-cee5-425c-9447-ef4aea0805cf\spaces\63054fba-bcdc-4b93-9a88-bd364f04f998\memory\feedback_windsurf_handoff_caution.md,payload/Control_canter_36f25952/00_INBOX_RAW/Cowork/cde5a637-6e21-4abe-aff8-c3f617c6a102/bb66f3b3-cee5-425c-9447-ef4aea0805cf/spaces/63054fba-bcdc-4b93-9a88-bd364f04f998/memory/feedback_windsurf_handoff_caution.md,e226424c5be3f91a74666ac8cdcf2c57bf903fa9559dcaf631eca39af7c31146,1790,CLAUDE_COWORK_SURFACE,DERIVATIVE_REPORT,0,False,0,0,"Historical export, report, chat extract or archived derivative."
HR99-089,C:\PROJECTS\continuity_os\01_RUNTIME\latest_handoff_contract.json,payload/PROJECTS_417a3384/continuity_os/01_RUNTIME/latest_handoff_contract.json,e3101ba992430d6698448af21943dd90d68c3e4444fd011924599ff441384160,3843,CURRENT_PROJECT_SURFACE,PRIMARY_SOURCE,0,True,0,0,Current project contract/config bytes eligible for bounded primary-source claims.
HR99-090,C:\PROJECTS\MAWorld\CODEX_HANDOFF.md,payload/PROJECTS_417a3384/MAWorld/CODEX_HANDOFF.md,e5aa1c2177fbbb6bbeca9a6741bb5c6268849420c7afedd891d1557de13956cb,3411,CURRENT_PROJECT_SURFACE,DERIVATIVE_REPORT,0,False,0,0,Current project handoff/state/report artifact; claim-specific primary status not assumed.
HR99-091,C:\Users\coins\My Drive\Control canter\00_INBOX_RAW\antigravity\.gemini\antigravity\brain\b3b0a6cd-afa5-40f0-8285-8d896850a05a\guides\guide_fleet_gravity_handoff.md,payload/Control_canter_36f25952/00_INBOX_RAW/antigravity/.gemini/antigravity/brain/b3b0a6cd-afa5-40f0-8285-8d896850a05a/guides/guide_fleet_gravity_handoff.md,ea5939906c56d11d33e7c638dc5bbc6014b4fc7fc01c33638435b4f473107172,2063,CONTROL_CENTER_OTHER,UNKNOWN,0,False,0,0,No deterministic primary-source classification.
HR99-092,C:\Users\coins\My Drive\Control canter\00_INBOX_RAW\antigravity\.gemini\antigravity-browser-profile\ZxcvbnData\3\us_tv_and_film.txt,payload/Control_canter_36f25952/00_INBOX_RAW/antigravity/.gemini/antigravity-browser-profile/ZxcvbnData/3/us_tv_and_film.txt,f146e15ecba3f37adcd7aa4fb23797555d1ab55489fbb0b989c60073f638aaa0,164290,CONTROL_CENTER_OTHER,CONTROL_METADATA,0,False,0,0,"Protocol/template/plugin/wordlist metadata; useful for control, not primary archive evidence."
HR99-093,C:\Users\coins\My Drive\Control canter\00_INBOX_RAW\agent_returns\ANTIGRAVITY\00_RETURN_DROP\ANTIGRAVITY_WO-011_20260715T182038Z\PORTFOLIO_CURRENT_STATE_MATRIX.csv,payload/Control_canter_36f25952/00_INBOX_RAW/agent_returns/ANTIGRAVITY/00_RETURN_DROP/ANTIGRAVITY_WO-011_20260715T182038Z/PORTFOLIO_CURRENT_STATE_MATRIX.csv,f47da5645a6c75a81093caac029ebbd253b11a477b4d436902c882b945b3629a,291,AGENT_RETURN_SURFACE,AGENT_RETURN,0,False,0,0,"Agent output is evidence of an agent lane, not an original project/source corpus item."
HR99-094,C:\Users\coins\My Drive\Control canter\00_INBOX_RAW\agent_returns\ANTIGRAVITY\00_RETURN_DROP\ANTIGRAVITY_WO-012_20260715T191132Z\Pack_B\SOURCES\CODEX_HANDOFF.md,payload/Control_canter_36f25952/00_INBOX_RAW/agent_returns/ANTIGRAVITY/00_RETURN_DROP/ANTIGRAVITY_WO-012_20260715T191132Z/Pack_B/SOURCES/CODEX_HANDOFF.md,f620920b8425dbb6225f1261aa70bba02fab2f4d8098ff0c616cdccd559fde19,4443,AGENT_RETURN_SURFACE,AGENT_RETURN,0,False,0,0,"Agent output is evidence of an agent lane, not an original project/source corpus item."
HR99-095,C:\Users\coins\Downloads\PRO_MODEL_HANDOFF_20260722.md,payload/Downloads_19440c3d/PRO_MODEL_HANDOFF_20260722.md,f6383401a59e7d7df656ad3ddd6dae5270121bb8fd76c3c345dc8ba8edc58dc6,6669,DOWNLOADS_SURFACE,DERIVATIVE_REPORT,0,False,0,0,"Historical export, report, chat extract or archived derivative."
HR99-096,C:\PROJECTS\_ARCHIVE\continuity_os_attic\gdrive_harvest_2026-04-12\docs\research\agi1_cleaned.txt,payload/PROJECTS_417a3384/_ARCHIVE/continuity_os_attic/gdrive_harvest_2026-04-12/docs/research/agi1_cleaned.txt,f6b9b83c4fdc8a06768d13e2be137781a1fc115c5887161b0832c99df3f9ed5e,1767817,ARCHIVED_PROJECT_SURFACE,DERIVATIVE_REPORT,0,False,0,0,"Historical export, report, chat extract or archived derivative."
HR99-097,C:\PROJECTS\archiveos_api\WINDSURF_HANDOFF.md,payload/PROJECTS_417a3384/archiveos_api/WINDSURF_HANDOFF.md,f725aa64b6d1ef46a969cf71d4fd224a41cc827f169fe5cc25e19711cd7406b4,5065,CURRENT_PROJECT_SURFACE,DERIVATIVE_REPORT,0,False,0,0,Current project handoff/state/report artifact; claim-specific primary status not assumed.
HR99-098,C:\Users\coins\My Drive\Control canter\00_INBOX_RAW\Codex\TradingOS\Bitunix\BITUNIX_WO105_V2_EVIDENCE_20260713T235338Z\artifacts\handoff\TRADINGOS_BITUNIX_108_EVIDENCE_DELIVERY_TO_SHARED_INBOX.md,payload/Control_canter_36f25952/00_INBOX_RAW/Codex/TradingOS/Bitunix/BITUNIX_WO105_V2_EVIDENCE_20260713T235338Z/artifacts/handoff/TRADINGOS_BITUNIX_108_EVIDENCE_DELIVERY_TO_SHARED_INBOX.md,fae36f56b63882e2bc7a6b36c65cae0609d28662ce5476ba8e49e71aa1c7530a,3345,CONTROL_CENTER_OTHER,UNKNOWN,0,False,0,0,No deterministic primary-source classification.
HR99-099,C:\PROJECTS\continuity_os\05_NOTES\2026-06-06_HANDOFF_to_BITEVO_COWORK.md,payload/PROJECTS_417a3384/continuity_os/05_NOTES/2026-06-06_HANDOFF_to_BITEVO_COWORK.md,fb95dfe1d32e8bd573a87d618b72b8c998d55d45cf28be5a3c84fa496461d193,8458,CURRENT_PROJECT_SURFACE,DERIVATIVE_REPORT,0,False,0,0,Current project handoff/state/report artifact; claim-specific primary status not assumed.
